qid,original_qid,task,model_choice,correct_choice,is_correct,confidence,latency_ms,prob_a,prob_b
GAB-0352_stage1,GAB-0352,Gabor,B.,A,False,3,322.1471309661865,0.1484375,0.8515625
GAB-0353_stage1,GAB-0353,Gabor,B.,A,False,3,322.91340827941895,0.294921875,0.70703125
GAB-0354_stage1,GAB-0354,Gabor,B.,A,False,3,332.5357437133789,0.294921875,0.70703125
GAB-0355_stage1,GAB-0355,Gabor,B.,A,False,3,324.8131275177002,0.3203125,0.6796875
GAB-0356_stage1,GAB-0356,Gabor,B.,B,False,3,326.5650272369385,0.40625,0.59375
GAB-0357_stage1,GAB-0357,Gabor,B.,A,False,3,327.15892791748047,0.2021484375,0.796875
GAB-0358_stage1,GAB-0358,Gabor,B.,A,False,3,329.4656276702881,0.2451171875,0.75390625
GAB-0359_stage1,GAB-0359,Gabor,B.,B,False,3,325.9572982788086,0.294921875,0.70703125
GAB-0360_stage1,GAB-0360,Gabor,B.,A,False,3,374.0825653076172,0.2451171875,0.75390625
GAB-0361_stage1,GAB-0361,Gabor,B.,A,False,3,328.8462162017822,0.2451171875,0.75390625
GAB-0362_stage1,GAB-0362,Gabor,B.,A,False,3,326.54333114624023,0.294921875,0.70703125
GAB-0363_stage1,GAB-0363,Gabor,B.,B,False,3,325.37841796875,0.3203125,0.6796875
GAB-0364_stage1,GAB-0364,Gabor,B.,B,False,3,324.53012466430664,0.294921875,0.70703125
GAB-0365_stage1,GAB-0365,Gabor,B.,B,False,3,326.3225555419922,0.376953125,0.62109375
GAB-0366_stage1,GAB-0366,Gabor,B.,B,False,3,327.7919292449951,0.3203125,0.6796875
GAB-0367_stage1,GAB-0367,Gabor,B.,B,False,3,329.01477813720703,0.40625,0.59375
GAB-0368_stage1,GAB-0368,Gabor,B.,B,False,3,374.187707901001,0.2451171875,0.75390625
GAB-0369_stage1,GAB-0369,Gabor,B.,A,False,3,322.8001594543457,0.2451171875,0.75390625
GAB-0370_stage1,GAB-0370,Gabor,B.,A,False,3,320.7519054412842,0.26953125,0.73046875
GAB-0371_stage1,GAB-0371,Gabor,B.,A,False,3,393.4910297393799,0.294921875,0.70703125
GAB-0372_stage1,GAB-0372,Gabor,B.,B,False,3,326.49779319763184,0.34765625,0.65234375
GAB-0373_stage1,GAB-0373,Gabor,B.,A,False,3,329.67591285705566,0.2451171875,0.75390625
GAB-0374_stage1,GAB-0374,Gabor,B.,B,False,3,326.9214630126953,0.376953125,0.62109375
GAB-0375_stage1,GAB-0375,Gabor,B.,A,False,3,328.9792537689209,0.22265625,0.77734375
GAB-0376_stage1,GAB-0376,Gabor,B.,A,False,3,321.3691711425781,0.2451171875,0.75390625
GAB-0377_stage1,GAB-0377,Gabor,B.,A,False,3,322.4971294403076,0.2021484375,0.796875
GAB-0378_stage1,GAB-0378,Gabor,B.,A,False,3,325.1657485961914,0.22265625,0.77734375
GAB-0379_stage1,GAB-0379,Gabor,B.,B,False,3,316.76363945007324,0.2451171875,0.75390625
GAB-0380_stage1,GAB-0380,Gabor,B.,A,False,3,317.39234924316406,0.1826171875,0.81640625
GAB-0381_stage1,GAB-0381,Gabor,B.,A,False,3,317.91067123413086,0.26953125,0.73046875
GAB-0382_stage1,GAB-0382,Gabor,B.,A,False,3,318.33600997924805,0.3203125,0.6796875
GAB-0383_stage1,GAB-0383,Gabor,B.,A,False,3,317.9607391357422,0.26953125,0.73046875
GAB-0384_stage1,GAB-0384,Gabor,B.,A,False,3,316.9586658477783,0.22265625,0.77734375
GAB-0385_stage1,GAB-0385,Gabor,B.,B,False,3,317.52753257751465,0.376953125,0.62109375
GAB-0386_stage1,GAB-0386,Gabor,B.,A,False,3,317.20900535583496,0.22265625,0.77734375
GAB-0387_stage1,GAB-0387,Gabor,B.,B,False,3,317.45076179504395,0.4375,0.5625
GAB-0388_stage1,GAB-0388,Gabor,B.,B,False,3,317.26932525634766,0.376953125,0.62109375
GAB-0389_stage1,GAB-0389,Gabor,B.,B,False,3,384.0217590332031,0.40625,0.59375
GAB-0390_stage1,GAB-0390,Gabor,B.,B,False,3,316.8356418609619,0.34765625,0.65234375
GAB-0391_stage1,GAB-0391,Gabor,B.,B,False,3,317.1837329864502,0.376953125,0.62109375
GAB-0392_stage1,GAB-0392,Gabor,B.,A,False,3,317.5318241119385,0.294921875,0.70703125
GAB-0393_stage1,GAB-0393,Gabor,B.,B,False,3,319.4386959075928,0.40625,0.59375
GAB-0394_stage1,GAB-0394,Gabor,B.,A,False,3,389.4670009613037,0.2021484375,0.796875
GAB-0395_stage1,GAB-0395,Gabor,B.,A,False,3,317.152738571167,0.2021484375,0.796875
GAB-0396_stage1,GAB-0396,Gabor,B.,B,False,3,384.36174392700195,0.4375,0.5625
GAB-0397_stage1,GAB-0397,Gabor,B.,A,False,3,317.976713180542,0.22265625,0.77734375
GAB-0398_stage1,GAB-0398,Gabor,B.,B,False,3,317.62075424194336,0.4375,0.5625
GAB-0399_stage1,GAB-0399,Gabor,B.,A,False,3,318.50743293762207,0.26953125,0.73046875
GAB-0400_stage1,GAB-0400,Gabor,B.,A,False,3,317.3251152038574,0.294921875,0.70703125
GAB-0401_stage1,GAB-0401,Gabor,B.,A,False,3,317.6567554473877,0.294921875,0.70703125
GAB-0402_stage1,GAB-0402,Gabor,B.,A,False,3,317.1687126159668,0.22265625,0.77734375
GAB-0403_stage1,GAB-0403,Gabor,B.,B,False,3,317.27051734924316,0.46875,0.53125
GAB-0404_stage1,GAB-0404,Gabor,B.,A,False,3,317.8448677062988,0.2451171875,0.75390625
GAB-0405_stage1,GAB-0405,Gabor,B.,B,False,3,318.9539909362793,0.376953125,0.62109375
GAB-0406_stage1,GAB-0406,Gabor,B.,B,False,3,317.9166316986084,0.4375,0.5625
GAB-0407_stage1,GAB-0407,Gabor,B.,A,False,3,318.06468963623047,0.26953125,0.73046875
GAB-0408_stage1,GAB-0408,Gabor,B.,B,False,3,353.0616760253906,0.34765625,0.65234375
GAB-0409_stage1,GAB-0409,Gabor,B.,B,False,3,384.70935821533203,0.34765625,0.65234375
GAB-0410_stage1,GAB-0410,Gabor,B.,A,False,3,334.5808982849121,0.2021484375,0.796875
GAB-0411_stage1,GAB-0411,Gabor,B.,B,False,3,325.6537914276123,0.4375,0.5625
GAB-0412_stage1,GAB-0412,Gabor,B.,B,False,3,375.6866455078125,0.294921875,0.70703125
GAB-0413_stage1,GAB-0413,Gabor,B.,B,False,3,325.0246047973633,0.3203125,0.6796875
GAB-0414_stage1,GAB-0414,Gabor,B.,B,False,3,323.4875202178955,0.3203125,0.6796875
GAB-0415_stage1,GAB-0415,Gabor,B.,A,False,3,349.529504776001,0.1826171875,0.81640625
GAB-0416_stage1,GAB-0416,Gabor,B.,A,False,3,334.0482711791992,0.2451171875,0.75390625
GAB-0417_stage1,GAB-0417,Gabor,B.,A,False,3,326.20716094970703,0.2451171875,0.75390625
GAB-0418_stage1,GAB-0418,Gabor,B.,A,False,3,336.9100093841553,0.1826171875,0.81640625
GAB-0419_stage1,GAB-0419,Gabor,B.,A,False,3,388.17381858825684,0.22265625,0.77734375
GAB-0420_stage1,GAB-0420,Gabor,B.,B,False,3,366.26601219177246,0.376953125,0.62109375
GAB-0421_stage1,GAB-0421,Gabor,B.,A,False,3,326.0540962219238,0.2451171875,0.75390625
GAB-0422_stage1,GAB-0422,Gabor,B.,B,False,3,326.7331123352051,0.26953125,0.73046875
GAB-0423_stage1,GAB-0423,Gabor,B.,B,False,3,326.770544052124,0.2451171875,0.75390625
GAB-0424_stage1,GAB-0424,Gabor,B.,B,False,3,329.12516593933105,0.34765625,0.65234375
GAB-0425_stage1,GAB-0425,Gabor,B.,A,False,3,325.92010498046875,0.2021484375,0.796875
GAB-0426_stage1,GAB-0426,Gabor,B.,A,False,3,331.74920082092285,0.1640625,0.8359375
GAB-0427_stage1,GAB-0427,Gabor,B.,B,False,3,321.2776184082031,0.3203125,0.6796875
GAB-0428_stage1,GAB-0428,Gabor,B.,A,False,3,321.2594985961914,0.2021484375,0.796875
GAB-0429_stage1,GAB-0429,Gabor,B.,A,False,3,321.7017650604248,0.1640625,0.8359375
GAB-0430_stage1,GAB-0430,Gabor,B.,B,False,3,321.04015350341797,0.46875,0.53125
GAB-0431_stage1,GAB-0431,Gabor,B.,A,False,3,322.9084014892578,0.2451171875,0.75390625
GAB-0432_stage1,GAB-0432,Gabor,B.,A,False,3,321.7158317565918,0.1640625,0.8359375
GAB-0433_stage1,GAB-0433,Gabor,B.,B,False,3,355.3016185760498,0.40625,0.59375
GAB-0434_stage1,GAB-0434,Gabor,B.,A,False,3,322.110652923584,0.2021484375,0.796875
GAB-0435_stage1,GAB-0435,Gabor,B.,B,False,3,321.84433937072754,0.3203125,0.6796875
GAB-0436_stage1,GAB-0436,Gabor,B.,A,False,3,323.2309818267822,0.1640625,0.8359375
GAB-0437_stage1,GAB-0437,Gabor,B.,B,False,3,322.86620140075684,0.46875,0.53125
GAB-0438_stage1,GAB-0438,Gabor,B.,A,False,3,324.10144805908203,0.1640625,0.8359375
GAB-0439_stage1,GAB-0439,Gabor,A,B,False,3,294.952392578125,0.62109375,0.376953125
GAB-0440_stage1,GAB-0440,Gabor,B.,B,False,3,322.30663299560547,0.46875,0.53125
GAB-0441_stage1,GAB-0441,Gabor,B.,B,False,3,379.78339195251465,0.40625,0.59375
GAB-0442_stage1,GAB-0442,Gabor,B.,B,False,3,316.81323051452637,0.376953125,0.62109375
GAB-0443_stage1,GAB-0443,Gabor,B.,A,False,3,329.15353775024414,0.1640625,0.8359375
GAB-0444_stage1,GAB-0444,Gabor,B.,B,False,3,323.47798347473145,0.1826171875,0.81640625
GAB-0445_stage1,GAB-0445,Gabor,B.,A,False,3,333.12487602233887,0.1640625,0.8359375
GAB-0446_stage1,GAB-0446,Gabor,B.,A,False,3,324.2526054382324,0.1328125,0.8671875
GAB-0447_stage1,GAB-0447,Gabor,B.,A,False,3,323.82893562316895,0.1826171875,0.81640625
GAB-0448_stage1,GAB-0448,Gabor,B.,B,False,3,323.03690910339355,0.3203125,0.6796875
GAB-0449_stage1,GAB-0449,Gabor,B.,B,False,3,324.2802619934082,0.34765625,0.65234375
GAB-0450_stage1,GAB-0450,Gabor,B.,A,False,3,323.7950801849365,0.294921875,0.70703125
GAB-0451_stage1,GAB-0451,Gabor,B.,A,False,3,368.12758445739746,0.294921875,0.70703125
GAB-0452_stage1,GAB-0452,Gabor,B.,B,False,3,323.2097625732422,0.3203125,0.6796875
GAB-0453_stage1,GAB-0453,Gabor,B.,B,False,3,323.1992721557617,0.26953125,0.73046875
GAB-0454_stage1,GAB-0454,Gabor,B.,A,False,3,323.8227367401123,0.1328125,0.8671875
GAB-0455_stage1,GAB-0455,Gabor,B.,A,False,3,329.9214839935303,0.1484375,0.8515625
GAB-0456_stage1,GAB-0456,Gabor,B.,A,False,3,322.98874855041504,0.1328125,0.8671875
GAB-0457_stage1,GAB-0457,Gabor,B.,B,False,3,322.6001262664795,0.294921875,0.70703125
GAB-0458_stage1,GAB-0458,Gabor,B.,A,False,3,326.3263702392578,0.2451171875,0.75390625
GAB-0459_stage1,GAB-0459,Gabor,B.,A,False,3,324.8019218444824,0.2021484375,0.796875
GAB-0460_stage1,GAB-0460,Gabor,B.,A,False,3,327.258825302124,0.22265625,0.77734375
GAB-0461_stage1,GAB-0461,Gabor,B.,A,False,3,325.1376152038574,0.1826171875,0.81640625
GAB-0462_stage1,GAB-0462,Gabor,B.,A,False,3,329.1797637939453,0.1328125,0.8671875
GAB-0463_stage1,GAB-0463,Gabor,B.,B,False,3,324.1448402404785,0.294921875,0.70703125
GAB-0464_stage1,GAB-0464,Gabor,B.,B,False,3,326.01046562194824,0.26953125,0.73046875
GAB-0465_stage1,GAB-0465,Gabor,B.,A,False,3,325.14095306396484,0.2451171875,0.75390625
GAB-0466_stage1,GAB-0466,Gabor,B.,B,False,3,388.1406784057617,0.4375,0.5625
GAB-0467_stage1,GAB-0467,Gabor,B.,A,False,3,325.1912593841553,0.1640625,0.8359375
GAB-0468_stage1,GAB-0468,Gabor,B.,A,False,3,389.4383907318115,0.1064453125,0.89453125
GAB-0469_stage1,GAB-0469,Gabor,B.,B,False,3,325.27709007263184,0.294921875,0.70703125
GAB-0470_stage1,GAB-0470,Gabor,B.,A,False,3,332.35669136047363,0.1328125,0.8671875
GAB-0471_stage1,GAB-0471,Gabor,B.,B,False,3,317.5175189971924,0.294921875,0.70703125
GAB-0472_stage1,GAB-0472,Gabor,B.,A,False,3,316.74814224243164,0.1484375,0.8515625
GAB-0473_stage1,GAB-0473,Gabor,B.,B,False,3,317.2142505645752,0.34765625,0.65234375
GAB-0474_stage1,GAB-0474,Gabor,B.,A,False,3,318.20130348205566,0.1826171875,0.81640625
GAB-0475_stage1,GAB-0475,Gabor,B.,B,False,3,322.8259086608887,0.40625,0.59375
GAB-0476_stage1,GAB-0476,Gabor,B.,A,False,3,323.6382007598877,0.1484375,0.8515625
GAB-0477_stage1,GAB-0477,Gabor,B.,B,False,3,325.00600814819336,0.376953125,0.62109375
GAB-0478_stage1,GAB-0478,Gabor,B.,A,False,3,325.40130615234375,0.2451171875,0.75390625
GAB-0479_stage1,GAB-0479,Gabor,B.,B,False,3,365.1013374328613,0.376953125,0.62109375
GAB-0480_stage1,GAB-0480,Gabor,B.,A,False,3,330.3046226501465,0.2451171875,0.75390625
GAB-0481_stage1,GAB-0481,Gabor,B.,B,False,3,322.040319442749,0.376953125,0.62109375
GAB-0482_stage1,GAB-0482,Gabor,B.,B,False,3,340.2721881866455,0.376953125,0.62109375
GAB-0483_stage1,GAB-0483,Gabor,B.,A,False,3,320.645809173584,0.294921875,0.70703125
GAB-0484_stage1,GAB-0484,Gabor,B.,A,False,3,328.98855209350586,0.294921875,0.70703125
GAB-0485_stage1,GAB-0485,Gabor,B.,A,False,3,321.3763236999512,0.22265625,0.77734375
GAB-0486_stage1,GAB-0486,Gabor,B.,A,False,3,320.04737854003906,0.1826171875,0.81640625
GAB-0487_stage1,GAB-0487,Gabor,B.,A,False,3,321.02513313293457,0.1826171875,0.81640625
GAB-0488_stage1,GAB-0488,Gabor,B.,A,False,3,320.5609321594238,0.1826171875,0.81640625
GAB-0489_stage1,GAB-0489,Gabor,B.,B,False,3,321.46239280700684,0.34765625,0.65234375
GAB-0490_stage1,GAB-0490,Gabor,B.,B,False,3,320.83654403686523,0.4375,0.5625
GAB-0491_stage1,GAB-0491,Gabor,B.,A,False,3,321.34556770324707,0.2451171875,0.75390625
GAB-0492_stage1,GAB-0492,Gabor,B.,A,False,3,324.0025043487549,0.26953125,0.73046875
GAB-0493_stage1,GAB-0493,Gabor,B.,B,False,3,323.60172271728516,0.4375,0.5625
GAB-0494_stage1,GAB-0494,Gabor,B.,B,False,3,450.99854469299316,0.40625,0.59375
GAB-0495_stage1,GAB-0495,Gabor,B.,B,False,3,318.3295726776123,0.4375,0.5625
GAB-0496_stage1,GAB-0496,Gabor,B.,B,False,3,317.0170783996582,0.26953125,0.73046875
GAB-0497_stage1,GAB-0497,Gabor,B.,A,False,3,317.7449703216553,0.2451171875,0.75390625
GAB-0498_stage1,GAB-0498,Gabor,B.,A,False,3,319.5352554321289,0.26953125,0.73046875
GAB-0499_stage1,GAB-0499,Gabor,B.,A,False,3,317.2447681427002,0.26953125,0.73046875
GAB-0500_stage1,GAB-0500,Gabor,B.,A,False,3,317.6884651184082,0.22265625,0.77734375
GAB-0501_stage1,GAB-0501,Gabor,B.,A,False,3,317.2922134399414,0.2451171875,0.75390625
GAB-0502_stage1,GAB-0502,Gabor,B.,A,False,3,317.0349597930908,0.2021484375,0.796875
GAB-0503_stage1,GAB-0503,Gabor,B.,B,False,3,317.7783489227295,0.294921875,0.70703125
GAB-0504_stage1,GAB-0504,Gabor,B.,A,False,3,316.96176528930664,0.2021484375,0.796875
GAB-0505_stage1,GAB-0505,Gabor,B.,A,False,3,317.61908531188965,0.22265625,0.77734375
GAB-0506_stage1,GAB-0506,Gabor,B.,A,False,3,317.5854682922363,0.1826171875,0.81640625
GAB-0507_stage1,GAB-0507,Gabor,B.,B,False,3,324.9320983886719,0.26953125,0.73046875
GAB-0508_stage1,GAB-0508,Gabor,B.,B,False,3,393.3751583099365,0.46875,0.53125
GAB-0509_stage1,GAB-0509,Gabor,B.,B,False,3,317.8377151489258,0.40625,0.59375
GAB-0510_stage1,GAB-0510,Gabor,B.,B,False,3,317.41786003112793,0.376953125,0.62109375
GAB-0511_stage1,GAB-0511,Gabor,B.,A,False,3,317.3201084136963,0.26953125,0.73046875
GAB-0512_stage1,GAB-0512,Gabor,B.,A,False,3,317.9018497467041,0.26953125,0.73046875
GAB-0513_stage1,GAB-0513,Gabor,B.,A,False,3,320.28818130493164,0.2021484375,0.796875
GAB-0514_stage1,GAB-0514,Gabor,B.,A,False,3,316.7150020599365,0.22265625,0.77734375
GAB-0515_stage1,GAB-0515,Gabor,B.,A,False,3,317.3356056213379,0.2451171875,0.75390625
GAB-0516_stage1,GAB-0516,Gabor,B.,B,False,3,317.0135021209717,0.34765625,0.65234375
GAB-0517_stage1,GAB-0517,Gabor,B.,B,False,3,317.3375129699707,0.40625,0.59375
GAB-0518_stage1,GAB-0518,Gabor,B.,A,False,3,319.1208839416504,0.3203125,0.6796875
GAB-0519_stage1,GAB-0519,Gabor,B.,A,False,3,317.3184394836426,0.34765625,0.65234375
GAB-0520_stage1,GAB-0520,Gabor,B.,B,False,3,316.60938262939453,0.376953125,0.62109375
GAB-0521_stage1,GAB-0521,Gabor,B.,A,False,3,318.01342964172363,0.3203125,0.6796875
GAB-0522_stage1,GAB-0522,Gabor,B.,A,False,3,316.6823387145996,0.1640625,0.8359375
GAB-0523_stage1,GAB-0523,Gabor,B.,A,False,3,317.3027038574219,0.26953125,0.73046875
GAB-0524_stage1,GAB-0524,Gabor,B.,A,False,3,316.93458557128906,0.1640625,0.8359375
GAB-0525_stage1,GAB-0525,Gabor,B.,B,False,3,317.17419624328613,0.40625,0.59375
GAB-0526_stage1,GAB-0526,Gabor,B.,A,False,3,317.0347213745117,0.1640625,0.8359375
GAB-0527_stage1,GAB-0527,Gabor,B.,B,False,3,317.20852851867676,0.46875,0.53125
GAB-0528_stage1,GAB-0528,Gabor,B.,A,False,3,322.8466510772705,0.2021484375,0.796875
GAB-0529_stage1,GAB-0529,Gabor,B.,B,False,3,321.96807861328125,0.46875,0.53125
GAB-0530_stage1,GAB-0530,Gabor,B.,A,False,3,323.3358860015869,0.2451171875,0.75390625
GAB-0531_stage1,GAB-0531,Gabor,B.,A,False,3,324.4943618774414,0.294921875,0.70703125
GAB-0532_stage1,GAB-0532,Gabor,B.,B,False,3,327.8477191925049,0.4375,0.5625
GAB-0533_stage1,GAB-0533,Gabor,B.,A,False,3,323.23455810546875,0.2451171875,0.75390625
GAB-0534_stage1,GAB-0534,Gabor,B.,B,False,3,323.78125190734863,0.376953125,0.62109375
GAB-0535_stage1,GAB-0535,Gabor,B.,B,False,3,323.12941551208496,0.4375,0.5625
GAB-0536_stage1,GAB-0536,Gabor,B.,A,False,3,323.1692314147949,0.22265625,0.77734375
GAB-0537_stage1,GAB-0537,Gabor,B.,B,False,3,323.8198757171631,0.40625,0.59375
GAB-0538_stage1,GAB-0538,Gabor,B.,B,False,3,319.7360038757324,0.34765625,0.65234375
GAB-0539_stage1,GAB-0539,Gabor,B.,A,False,3,317.22259521484375,0.1826171875,0.81640625
GAB-0540_stage1,GAB-0540,Gabor,B.,B,False,3,317.75736808776855,0.34765625,0.65234375
GAB-0541_stage1,GAB-0541,Gabor,B.,A,False,3,317.965030670166,0.2451171875,0.75390625
GAB-0542_stage1,GAB-0542,Gabor,B.,B,False,3,317.8689479827881,0.40625,0.59375
GAB-0543_stage1,GAB-0543,Gabor,B.,A,False,3,317.45409965515137,0.1640625,0.8359375
GAB-0544_stage1,GAB-0544,Gabor,B.,A,False,3,317.46482849121094,0.1640625,0.8359375
GAB-0545_stage1,GAB-0545,Gabor,B.,B,False,3,317.42000579833984,0.46875,0.53125
GAB-0546_stage1,GAB-0546,Gabor,B.,A,False,3,317.4865245819092,0.2021484375,0.796875
GAB-0547_stage1,GAB-0547,Gabor,B.,B,False,3,365.8590316772461,0.376953125,0.62109375
GAB-0548_stage1,GAB-0548,Gabor,B.,B,False,3,323.31061363220215,0.26953125,0.73046875
GAB-0549_stage1,GAB-0549,Gabor,B.,B,False,3,327.21686363220215,0.26953125,0.73046875
GAB-0550_stage1,GAB-0550,Gabor,B.,A,False,3,317.0933723449707,0.1328125,0.8671875
GAB-0551_stage1,GAB-0551,Gabor,B.,A,False,3,317.5656795501709,0.1826171875,0.81640625
GAB-0552_stage1,GAB-0552,Gabor,B.,A,False,3,385.15710830688477,0.1640625,0.8359375
GAB-0553_stage1,GAB-0553,Gabor,B.,B,False,3,318.1579113006592,0.4375,0.5625
GAB-0554_stage1,GAB-0554,Gabor,B.,A,False,3,398.3118534088135,0.1640625,0.8359375
GAB-0555_stage1,GAB-0555,Gabor,B.,B,False,3,325.27709007263184,0.34765625,0.65234375
GAB-0556_stage1,GAB-0556,Gabor,B.,B,False,3,421.69952392578125,0.40625,0.59375
GAB-0557_stage1,GAB-0557,Gabor,B.,A,False,3,327.3346424102783,0.1328125,0.8671875
GAB-0558_stage1,GAB-0558,Gabor,B.,B,False,3,317.2869682312012,0.376953125,0.62109375
GAB-0559_stage1,GAB-0559,Gabor,B.,A,False,3,335.7987403869629,0.1826171875,0.81640625
GAB-0560_stage1,GAB-0560,Gabor,B.,B,False,3,323.67491722106934,0.26953125,0.73046875
GAB-0561_stage1,GAB-0561,Gabor,B.,B,False,3,329.8454284667969,0.46875,0.53125
GAB-0562_stage1,GAB-0562,Gabor,A,B,False,3,294.236421585083,0.53125,0.46875
GAB-0563_stage1,GAB-0563,Gabor,B.,B,False,3,327.16822624206543,0.376953125,0.62109375
GAB-0564_stage1,GAB-0564,Gabor,B.,A,False,3,353.74951362609863,0.1640625,0.8359375
GAB-0565_stage1,GAB-0565,Gabor,B.,A,False,3,340.34013748168945,0.1826171875,0.81640625
GAB-0566_stage1,GAB-0566,Gabor,B.,A,False,3,425.417423248291,0.1484375,0.8515625
GAB-0567_stage1,GAB-0567,Gabor,B.,B,False,3,329.4520378112793,0.3203125,0.6796875
GAB-0568_stage1,GAB-0568,Gabor,B.,B,False,3,346.44222259521484,0.3203125,0.6796875
GAB-0569_stage1,GAB-0569,Gabor,B.,B,False,3,342.268705368042,0.26953125,0.73046875
GAB-0570_stage1,GAB-0570,Gabor,B.,A,False,3,329.63037490844727,0.1328125,0.8671875
GAB-0571_stage1,GAB-0571,Gabor,B.,B,False,3,321.07090950012207,0.4375,0.5625
GAB-0572_stage1,GAB-0572,Gabor,B.,A,False,3,321.11096382141113,0.0849609375,0.9140625
GAB-0573_stage1,GAB-0573,Gabor,B.,B,False,3,321.4459419250488,0.4375,0.5625
GAB-0574_stage1,GAB-0574,Gabor,B.,B,False,3,321.6373920440674,0.40625,0.59375
GAB-0575_stage1,GAB-0575,Gabor,B.,A,False,3,321.69580459594727,0.119140625,0.87890625
GAB-0576_stage1,GAB-0576,Gabor,B.,A,False,3,388.9453411102295,0.1328125,0.8671875
GAB-0577_stage1,GAB-0577,Gabor,B.,B,False,3,321.34127616882324,0.4375,0.5625
GAB-0578_stage1,GAB-0578,Gabor,B.,B,False,3,326.2970447540283,0.46875,0.53125
GAB-0579_stage1,GAB-0579,Gabor,B.,A,False,3,396.44718170166016,0.22265625,0.77734375
GAB-0580_stage1,GAB-0580,Gabor,B.,B,False,3,342.0143127441406,0.40625,0.59375
GAB-0581_stage1,GAB-0581,Gabor,B.,A,False,3,323.70829582214355,0.1484375,0.8515625
GAB-0582_stage1,GAB-0582,Gabor,B.,A,False,3,323.6360549926758,0.1484375,0.8515625
GAB-0583_stage1,GAB-0583,Gabor,B.,A,False,3,323.0094909667969,0.1484375,0.8515625
GAB-0584_stage1,GAB-0584,Gabor,B.,B,False,3,323.5929012298584,0.294921875,0.70703125
GAB-0585_stage1,GAB-0585,Gabor,B.,B,False,3,322.8886127471924,0.46875,0.53125
GAB-0586_stage1,GAB-0586,Gabor,B.,A,False,3,323.00543785095215,0.1826171875,0.81640625
GAB-0587_stage1,GAB-0587,Gabor,B.,B,False,3,324.9702453613281,0.4375,0.5625
GAB-0588_stage1,GAB-0588,Gabor,B.,A,False,3,328.0010223388672,0.1826171875,0.81640625
GAB-0589_stage1,GAB-0589,Gabor,B.,A,False,3,340.55638313293457,0.1640625,0.8359375
GAB-0590_stage1,GAB-0590,Gabor,B.,B,False,3,414.5526885986328,0.4375,0.5625
GAB-0591_stage1,GAB-0591,Gabor,B.,B,False,3,325.8941173553467,0.3203125,0.6796875
GAB-0592_stage1,GAB-0592,Gabor,B.,B,False,3,330.04283905029297,0.34765625,0.65234375
GAB-0593_stage1,GAB-0593,Gabor,B.,B,False,3,327.5787830352783,0.40625,0.59375
GAB-0594_stage1,GAB-0594,Gabor,A,B,False,3,377.99072265625,0.5625,0.4375
GAB-0595_stage1,GAB-0595,Gabor,B.,B,False,3,336.1074924468994,0.4375,0.5625
GAB-0596_stage1,GAB-0596,Gabor,B.,B,False,3,330.6927680969238,0.46875,0.53125
GAB-0597_stage1,GAB-0597,Gabor,B.,B,False,3,325.1030445098877,0.40625,0.59375
GAB-0598_stage1,GAB-0598,Gabor,B.,A,False,3,324.65243339538574,0.1484375,0.8515625
GAB-0599_stage1,GAB-0599,Gabor,B.,A,False,3,325.559139251709,0.1484375,0.8515625
GAB-0600_stage1,GAB-0600,Gabor,B.,B,False,3,319.14258003234863,0.294921875,0.70703125
GAB-0601_stage1,GAB-0601,Gabor,A,B,False,3,293.8814163208008,0.5625,0.4375
GAB-0602_stage1,GAB-0602,Gabor,B.,A,False,3,319.9141025543213,0.1328125,0.8671875
GAB-0603_stage1,GAB-0603,Gabor,B.,A,False,3,327.2874355316162,0.1640625,0.8359375
GAB-0604_stage1,GAB-0604,Gabor,B.,B,False,3,323.7178325653076,0.376953125,0.62109375
GAB-0605_stage1,GAB-0605,Gabor,B.,A,False,3,364.6543025970459,0.1826171875,0.81640625
GAB-0606_stage1,GAB-0606,Gabor,B.,B,False,3,323.73619079589844,0.4375,0.5625
GAB-0607_stage1,GAB-0607,Gabor,B.,B,False,3,323.81629943847656,0.40625,0.59375
GAB-0608_stage1,GAB-0608,Gabor,B.,A,False,3,348.13904762268066,0.1826171875,0.81640625
GAB-0609_stage1,GAB-0609,Gabor,B.,A,False,3,323.84467124938965,0.3203125,0.6796875
GAB-0610_stage1,GAB-0610,Gabor,B.,A,False,3,323.53663444519043,0.34765625,0.65234375
GAB-0611_stage1,GAB-0611,Gabor,B.,A,False,3,326.5714645385742,0.294921875,0.70703125
GAB-0612_stage1,GAB-0612,Gabor,A,B,False,3,299.1681098937988,0.5,0.5
GAB-0613_stage1,GAB-0613,Gabor,B.,B,False,3,324.110746383667,0.46875,0.53125
GAB-0614_stage1,GAB-0614,Gabor,B.,A,False,3,317.6584243774414,0.2021484375,0.796875
GAB-0615_stage1,GAB-0615,Gabor,B.,A,False,3,317.54088401794434,0.1640625,0.8359375
GAB-0616_stage1,GAB-0616,Gabor,B.,A,False,3,318.13883781433105,0.1826171875,0.81640625
GAB-0617_stage1,GAB-0617,Gabor,B.,A,False,3,317.7225589752197,0.2451171875,0.75390625
GAB-0618_stage1,GAB-0618,Gabor,B.,A,False,3,317.75856018066406,0.26953125,0.73046875
GAB-0619_stage1,GAB-0619,Gabor,B.,B,False,3,317.5535202026367,0.4375,0.5625
GAB-0620_stage1,GAB-0620,Gabor,B.,A,False,3,396.7611789703369,0.22265625,0.77734375
GAB-0621_stage1,GAB-0621,Gabor,A,B,False,3,297.8990077972412,0.53125,0.46875
